"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2022","IUPUI",63.0657,352,62.9167,347,81.4853,358,79.8418,358,108.582,310,111.404,323,-31.5618,358
"2022","Jackson St.",66.1068,280,64.4847,332,92.7355,337,93.8588,333,99.0647,107,103.216,170,-9.35754,278
"2022","Jacksonville",62.4636,355,61.9332,355,101.962,180,99.8602,249,96.4944,54,99.1279,93,0.732364,161
"2022","Jacksonville St.",66.1781,277,65.7903,277,106.61,75,105.881,126,99.6853,123,103.405,172,2.47567,139
"2022","James Madison",69.4971,91,69.3507,85,102.198,174,102.748,191,106.57,275,107.887,267,-5.13904,232
"2022","Kansas",69.538,90,69.6474,72,111.474,23,119.31,7,97.7947,77,94.8403,31,24.4694,9
"2022","Kansas St.",67.4387,219,67.1148,209,101.715,184,110.001,65,99.1087,108,97.4901,65,12.5113,60
"2022","Kennesaw St.",67.3204,230,66.747,228,104.754,124,105.248,142,107.505,292,109.479,289,-4.23082,223
"2022","Kent St.",67.5924,208,66.4695,249,102.637,167,101.424,215,97.4099,73,98.7519,83,2.6722,135
"2022","Kentucky",69.2804,105,67.8255,166,115.409,6,121.247,3,95.1251,35,93.877,24,27.3705,3
"2022","La Salle",68.2568,169,67.8059,167,98.5643,252,99.8408,250,104.075,240,105.023,208,-5.18236,234
"2022","Lafayette",65.6608,302,65.2493,305,100.188,214,97.6784,282,108.713,313,112.192,330,-14.5135,324
"2022","Lamar",67.4157,221,66.6187,235,90.3443,351,92.6486,343,109.887,325,112.602,336,-19.953,348
"2022","Lehigh",68.2137,172,68.6144,112,99.9051,223,98.8712,262,104.236,243,110.726,307,-11.8543,300
"2022","Liberty",65.9817,286,65.8817,272,107.58,57,105.735,129,98.3615,90,101.76,143,3.9754,121
"2022","Lipscomb",70.515,69,69.7015,69,102.004,179,102.81,189,109.038,317,110.853,315,-8.04252,266
"2022","Little Rock",66.7579,258,67.2704,202,94.0895,323,97.5681,283,111.119,337,112.215,331,-14.6466,326
"2022","LIU",72.7647,19,72.8751,10,100.64,205,100.027,245,101.614,173,105.587,221,-5.55931,236
"2022","Long Beach St.",71.1204,50,71.6188,20,100.83,202,103.878,168,102.063,192,102.708,162,1.17052,155
"2022","Longwood",67.0208,245,66.5499,240,108.851,44,106.327,118,98.6634,96,105.023,207,1.30432,152
"2022","Louisiana",70.4717,70,70.4359,49,99.155,238,101.653,212,98.8913,102,102.624,160,-0.971451,181
"2022","Louisiana Monroe",69.066,118,68.2341,134,98.9967,240,101.748,208,107.803,303,109.699,293,-7.95116,264
"2022","Louisiana Tech",70.0231,83,69.357,84,107.452,58,108.075,88,99.6424,120,101.118,130,6.95707,103
"2022","Louisville",67.7694,194,67.596,184,98.491,255,102.47,194,103.725,232,100.401,119,2.06913,143
"2022","Loyola Chicago",65.4883,311,64.9982,319,110.581,29,111.844,35,93.2885,23,94.2896,26,17.5545,24
"2022","Loyola Marymount",67.4213,220,66.3672,254,101.778,182,106.57,115,109.724,324,108.923,281,-2.35253,200
"2022","Loyola MD",65.8754,292,65.0701,314,99.7016,228,96.8575,299,100.335,141,105.612,222,-8.75409,272
"2022","LSU",70.5619,66,69.0733,96,102.893,160,108.028,89,88.9376,6,88.08,5,19.9477,17
"2022","Maine",66.1591,279,66.7839,226,91.9297,344,92.596,344,111.253,339,114.855,349,-22.2588,354
"2022","Manhattan",69.2008,110,68.9899,102,99.7596,225,100.852,226,105.226,257,108.891,280,-8.03989,265
"2022","Marist",67.0546,244,66.8688,221,102.029,177,102.055,203,99.8223,127,104.166,191,-2.11152,195
"2022","Marquette",71.5472,39,71.2823,27,103.888,140,110.396,59,98.2556,87,95.6423,44,14.7534,41
"2022","Marshall",72.9155,14,72.8897,9,100.214,211,101.945,204,107.465,291,108.129,274,-6.18349,241
"2022","Maryland",67.3309,227,67.0163,214,104.624,128,109.964,66,103.77,234,99.7363,107,10.228,82
"2022","Maryland Eastern Shore",69.383,96,67.7031,175,91.4617,346,92.3936,346,98.8468,100,104.416,195,-12.0221,302
"2022","Massachusetts",69.1298,115,69.3655,83,107.25,64,111.136,49,111.56,343,113.385,341,-2.24902,197
"2022","McNeese St.",72.8683,15,70.3486,52,97.0737,278,97.4874,285,107.208,285,111.079,318,-13.5917,316
"2022","Memphis",71.9875,30,71.2048,29,105.809,100,110.56,55,95.9395,44,95.3487,35,15.211,36
"2022","Mercer",65.5253,309,65.1847,308,105.719,102,106.132,123,108.969,316,107.779,263,-1.64779,190
"2022","Merrimack",63.5076,346,62.6844,351,95.1217,307,94.7631,326,101.557,170,106.299,239,-11.5356,299
"2022","Miami FL",67.8379,191,68.2821,128,110.336,31,114.956,17,104.508,248,102.154,149,12.8024,59
"2022","Miami OH",68.7776,136,67.9941,151,106.022,92,104.065,162,109.12,318,111.761,326,-7.69627,259
"2022","Michigan",67.5129,213,66.7277,231,108.075,51,114.494,21,103.493,224,99.0371,89,15.4567,35
"2022","Michigan St.",68.1925,174,68.1677,139,105.523,106,111.296,44,100.641,148,96.891,56,14.405,43
"2022","Middle Tennessee",68.6112,148,68.2448,131,105.502,108,106.234,120,97.5744,74,99.1927,97,7.04151,101
"2022","Milwaukee",67.7605,195,67.4677,191,95.2219,305,92.1412,347,105.133,253,109.122,282,-16.9804,335
"2022","Minnesota",65.4014,317,65.4868,292,102.829,163,108.641,83,105.461,266,102.475,154,6.16606,108
"2022","Mississippi",67.107,240,65.7051,282,100.735,203,106.597,114,101.394,169,99.7579,109,6.83926,105
"2022","Mississippi St.",66.7457,260,66.0806,265,105.677,103,110.366,60,98.6069,95,96.6797,52,13.6867,49
"2022","Mississippi Valley St.",72.6348,20,71.3432,26,90.8253,349,92.9966,340,111.91,344,115.552,351,-22.5553,355
"2022","Missouri",67.0162,247,65.9201,270,95.7156,298,103.904,166,105.234,258,101.736,140,2.16794,141
"2022","Missouri St.",67.6687,203,67.467,192,112.596,16,113.79,25,100.817,152,101.644,139,12.145,64
"2022","Monmouth",67.831,192,67.2134,205,100.974,197,102.176,197,99.1852,111,101.755,142,0.420716,167
"2022","Montana",67.0205,246,66.0172,266,103.839,142,101.157,223,103.655,230,107.176,252,-6.01824,240
"2022","Montana St.",69.0274,120,67.8966,160,107.336,63,103.892,167,98.7825,98,101.506,135,2.38622,140
"2022","Morehead St.",65.9438,289,65.328,300,103.636,146,104.32,157,96.894,64,99.5431,104,4.77693,113
"2022","Morgan St.",74.7504,1,72.9027,8,93.37,332,94.3133,331,99.2674,113,105.227,213,-10.9132,293
"2022","Mount St. Mary's",64.9138,329,63.7833,339,98.5739,251,96.5312,304,99.656,121,103.072,167,-6.54078,248
"2022","Murray St.",67.4595,216,66.3923,252,113.009,14,111.845,34,92.0871,14,95.5055,39,16.3394,27
"2022","N.C. State",67.8456,190,67.4479,193,106.243,86,109.879,67,109.549,322,107.384,256,2.49478,138
"2022","Navy",64.4888,339,65.1966,307,98.3015,257,95.216,322,91.9774,13,96.046,47,-0.82997,179
"2022","Nebraska",72.2374,26,71.965,17,100.054,218,105.676,131,107.461,290,103.522,175,2.1536,142
"2022","Nebraska Omaha",71.2698,46,70.345,53,97.8541,265,98.4397,271,118.747,358,116.572,353,-18.1326,343
"2022","Nevada",70.6848,60,70.6997,45,101.272,193,107.041,107,105.097,252,102.436,153,4.60473,115
"2022","New Hampshire",62.6905,354,62.5719,352,106.312,84,103.625,175,105.002,251,109.579,290,-5.95415,237
"2022","New Mexico",71.0457,51,71.5,22,102.675,166,107.553,97,106.984,280,106.094,229,1.45853,149
"2022","New Mexico St.",68.271,168,67.2046,206,104.285,131,107.243,101,95.9909,45,98.1315,72,9.11159,87
"2022","New Orleans",74.619,3,72.6472,11,101.441,188,97.8065,281,101.302,163,105.259,215,-7.453,253
"2022","Niagara",65.4313,315,65.0277,316,99.6092,229,100.431,236,99.827,129,102.574,156,-2.14253,196
"2022","Nicholls St.",72.1574,27,70.2831,55,105.337,111,102.15,200,101.056,156,104.567,198,-2.41682,202
"2022","NJIT",66.6258,264,66.4687,250,92.6495,338,89.7482,354,103.755,233,107.742,261,-17.9934,342
"2022","Norfolk St.",70.5802,63,67.6916,177,103.62,147,103.075,185,94.2357,30,102.59,158,0.48559,166
"2022","North Alabama",69.442,95,68.2436,132,91.3292,347,90.9602,352,102.994,212,104.395,194,-13.4353,315
"2022","North Carolina",70.5732,64,70.7515,44,110.395,30,114.515,20,101.743,180,98.5932,81,15.9219,30
"2022","North Carolina A&T",67.7474,196,68.0419,148,96.2767,291,97.1259,292,104.212,242,108.114,271,-10.9878,295
"2022","North Carolina Central",70.2753,78,67.9423,156,95.0884,308,96.9431,296,101.335,166,107.556,257,-10.6133,288
"2022","North Dakota",69.0561,119,67.8359,164,99.2396,235,97.2658,288,115.633,356,116.644,354,-19.3785,345
"2022","North Dakota St.",67.8615,189,66.7983,225,105.393,110,102.991,187,101.315,165,102.1,146,0.890903,160
"2022","North Florida",68.4965,156,68.2904,127,94.4816,316,97.8685,279,106.847,278,106.356,240,-8.48758,271
"2022","North Texas",61.0053,357,60.0352,357,106.545,78,106.848,110,92.5875,17,93.0165,20,13.831,48
"2022","Northeastern",65.4043,316,64.7223,323,97.7337,268,97.2104,290,104.825,250,105.691,224,-8.48068,270
"2022","Northern Arizona",67.2559,232,65.6212,286,96.0855,297,95.4272,315,110.449,333,112.604,337,-17.1764,338
"2022","Northern Colorado",70.3582,74,69.8834,63,109.537,37,109.131,75,109.647,323,112.071,328,-2.93973,210
"2022","Northern Illinois",68.5675,151,67.5148,187,93.0495,335,93.567,334,103.647,229,104.496,197,-10.9287,294
"2022","Northern Iowa",67.459,217,67.7304,174,106.868,71,110.432,58,102.811,209,102.127,148,8.30476,95
"2022","Northern Kentucky",64.9579,326,64.6782,327,104.994,118,102.164,199,100.421,146,104.753,201,-2.58927,206
"2022","Northwestern",68.3653,163,67.917,159,103.814,143,107.335,100,99.9569,132,96.8753,55,10.4596,78
"2022","Northwestern St.",73.6371,8,71.7727,19,97.8308,266,99.2209,258,112.293,347,113.919,345,-14.6977,327
"2022","Notre Dame",65.8534,294,66.1264,262,108.036,52,111.64,38,99.7288,124,97.7647,69,13.8756,47
"2022","Oakland",68.6751,143,67.9782,152,104.964,119,103.229,183,101.343,168,104.647,199,-1.41789,187
"2022","Ohio",69.1633,112,68.2962,126,106.567,76,104.916,144,97.1485,70,100.573,122,4.34363,118
"2022","Ohio St.",65.4701,313,65.452,295,112.436,18,117.413,11,103.255,219,100.42,121,16.9934,25
"2022","Oklahoma",66.1973,275,65.4684,293,102.235,173,110.634,54,96.9036,65,95.4756,38,15.158,37
"2022","Oklahoma St.",68.8583,133,68.2142,136,96.5003,287,103.836,171,92.8628,19,88.8136,7,15.0223,38
"2022","Old Dominion",65.7639,298,64.6923,325,100.19,213,101.299,218,101.727,179,102.575,157,-1.27659,186
"2022","Oral Roberts",71.8482,33,70.993,32,112.74,15,110.294,61,107.083,282,108.809,279,1.48524,147
"2022","Oregon",68.1409,175,68.0794,147,104.909,122,110.443,57,101.631,174,99.9927,112,10.4503,79
"2022","Oregon St.",67.6931,200,67.0434,212,98.8645,245,105.856,127,113.615,350,111.077,317,-5.2209,235
"2022","Pacific",69.2755,106,68.7111,110,93.773,327,95.5572,313,105.679,267,106.115,231,-10.5579,285
"2022","Penn",69.3407,100,68.4985,120,103.886,141,106.541,117,108.667,312,109.77,295,-3.22921,213
"2022","Penn St.",63.0865,350,62.3998,354,101.283,191,105.583,133,102.12,194,97.251,62,8.33221,94
"2022","Pepperdine",71.3298,42,70.4482,48,93.6228,329,98.3404,273,108.144,307,107.618,258,-9.27782,276
"2022","Pittsburgh",64.3448,341,64.6087,329,96.3643,289,100.383,237,106.078,271,102.376,152,-1.99273,193
"2022","Portland",70.8619,54,69.473,78,101.351,189,103.359,180,102.376,200,103.903,185,-0.543549,175
"2022","Portland St.",71.2913,44,70.9658,34,99.0315,239,96.7441,301,103.191,217,105.501,220,-8.75708,273
"2022","Prairie View A&M",71.8045,35,70.7959,40,96.3441,290,98.6064,269,105.836,269,108.628,277,-10.0212,282
"2022","Presbyterian",65.4005,318,64.6217,328,96.0962,295,96.9275,297,103.412,222,105.186,212,-8.25823,268
"2022","Princeton",68.7657,138,67.4717,189,113.958,12,112.631,29,102.316,198,106.11,230,6.5206,106
"2022","Providence",66.0355,283,65.5776,288,107.45,59,113.094,27,98.8933,103,97.4288,64,15.6657,34
"2022","Purdue",66.8676,252,66.5771,239,119.412,1,122.305,1,101.872,187,99.4548,101,22.8497,13
"2022","Purdue Fort Wayne",68.7588,140,68.7459,108,104.223,132,100.567,230,100.596,147,105.044,209,-4.47728,225
"2022","Quinnipiac",69.3283,101,69.5434,76,102.145,176,102.7,192,105.165,254,110.269,301,-7.56861,254
"2022","Radford",64.7624,334,64.7185,324,94.2041,320,95.6543,311,102.589,203,106.233,236,-10.5789,287
"2022","Rhode Island",67.6799,201,67.3988,195,98.8797,244,99.8734,248,96.1525,50,96.6587,51,3.2147,129
"2022","Rice",68.7641,139,68.213,137,104.645,126,106.545,116,107.792,302,111.065,316,-4.51973,227
"2022","Richmond",67.6039,206,67.3342,198,106.063,90,109.391,71,101.148,159,100.925,127,8.46585,92
"2022","Rider",68.6403,146,67.6957,176,96.5224,286,97.8542,280,100.365,142,104.118,190,-6.26345,242
"2022","Robert Morris",67.5274,212,67.2692,203,100.726,204,98.876,261,110.735,335,113.976,346,-15.0995,329
"2022","Rutgers",65.7474,300,65.4246,296,102.796,165,106.767,111,98.9203,104,95.5123,40,11.2548,71
"2022","Sacramento St.",66.4445,269,65.0881,313,97.5502,270,96.0988,308,107.097,283,109.219,285,-13.1201,312
"2022","Sacred Heart",68.5858,150,67.945,155,103.313,153,101.728,210,110.189,329,115.999,352,-14.2718,321
"2022","Saint Joseph's",68.5375,154,68.5375,117,98.4279,256,101.283,219,100.384,144,100.339,114,0.944714,158
"2022","Saint Louis",68.9932,123,68.3642,124,108.492,50,111.324,43,97.8688,79,98.9026,87,12.4216,62
"2022","Saint Mary's",65.5931,306,64.3326,335,105.82,99,109.377,72,91.6423,11,89.2989,9,20.0781,16
"2022","Saint Peter's",67.3932,223,66.7285,230,98.0528,260,98.7171,267,92.7895,18,95.4622,37,3.2549,128
"2022","Sam Houston St.",66.062,281,65.3299,299,98.8872,243,101.232,221,97.9428,80,100.008,113,1.22445,153
"2022","Samford",69.4496,93,69.6777,70,105.079,117,105.613,132,106.734,277,106.835,248,-1.2227,184
"2022","San Diego",66.9424,250,66.0922,263,94.5381,314,97.1112,293,101.754,181,101.618,137,-4.50692,226
"2022","San Diego St.",65.848,295,66.1833,260,99.8509,224,104.382,156,87.8876,3,86.7529,2,17.6289,23
"2022","San Francisco",70.5633,65,69.3449,86,107.599,56,111.175,48,93.8865,28,92.917,18,18.2583,21
"2022","San Jose St.",66.0034,284,65.9317,269,94.4798,317,99.2742,257,111.502,341,110.004,297,-10.7297,290
"2022","Santa Clara",71.4934,40,71.4326,24,109.037,40,113.285,26,100.272,140,101.781,144,11.5036,67
"2022","Seattle",71.8357,34,70.917,35,101.949,181,100.274,240,93.1992,22,97.1249,61,3.14905,131
"2022","Seton Hall",69.1923,111,68.4514,121,104.708,125,110.122,64,96.5662,55,94.3273,28,15.7942,33
"2022","Siena",67.2044,235,66.7369,229,97.1538,276,98.0794,277,101.575,171,104.486,196,-6.40695,245
